chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0.0,0.0,194634,0,0,-3,3,0,3,0.0,0.0,0,Diogo,0.0,317,False,Rib Injury - Expected back 01 Dec,2024-10-20T21:30:07.041173Z,72,194634.jpg,5.0,Teixeira da Silva,3.0,False,,i,12,14,35,1022442,20,2376416,889,0.0,4.9,Diogo J.,173.0,492,2,3,4,1,0,0,0,1,0,0,1,85,105.0,55.1,157.0,31.6,7,2.72,0.32,3.04,3.14,206,81,214,134,66,39,154,86,,,,,,,0.5,0.0,0.06,0.56,0.57,0.18,21,13,676,308,19,8,104,31,1.28,0.73
0.0,0.0,496208,0,0,0,0,0,3,0.0,0.0,0,Ben,0.0,318,False,Loaned to Middlesbrough,2024-08-31T06:17:31.171503Z,45,496208.jpg,0.0,Doak,0.0,False,,u,12,14,0,1136,0,5224,5,0.0,0.0,Doak,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,592,253,591,258,572,248,595,256,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,429,258,554,222,600,259,599,256,0.0,0.0
50.0,50.0,444884,0,0,-3,3,0,3,0.0,0.8,0,Harvey,0.0,319,False,Lack of match fitness - 50% chance of playing,2024-09-08T23:00:06.842081Z,52,444884.jpg,1.0,Elliott,0.2,False,,d,12,14,1,11190,7,107036,23,0.0,0.2,Elliott,241.0,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2.0,2.0,0.4,0,0.00,0.02,0.02,0.00,661,301,388,208,380,209,438,216,,,,,,,0.0,0.0,0.26,0.26,0.0,0.0,170,103,647,290,408,202,349,122,0.0,0.0
,,158983,0,0,-3,3,0,3,0.8,2.3,0,Endo,0.8,320,False,,,47,158983.jpg,1.0,Wataru,0.1,False,,a,12,14,5,15006,40,25275,43,0.2,1.1,Endo,108.0,19,0,0,0,0,0,0,0,0,0,0,0,17,10.8,11.5,0.0,2.2,0,0.00,0.01,0.01,0.17,384,184,331,190,608,275,397,199,,,,,,,0.0,0.0,0.05,0.05,0.81,0.0,333,218,276,129,389,189,406,144,0.0,0.0
,,243298,0,0,-4,4,0,4,2.8,4.3,0,Cody,2.8,321,False,,,71,243298.jpg,2.0,Gakpo,2.1,False,,a,12,14,22,154846,287,376099,840,0.4,3.1,Gakpo,152.0,414,1,1,1,3,0,0,0,2,0,0,3,98,92.6,126.1,87.0,30.6,3,0.68,0.65,1.33,4.50,225,22,107,7,125,28,162,24,,,,,,,0.15,0.0,0.14,0.29,0.98,0.65,23,9,101,19,237,28,133,23,0.65,0.22
,,171287,0,0,-2,2,0,2,0.2,1.7,0,Joe,0.2,322,False,,,48,171287.jpg,1.0,Gomez,0.4,False,,a,12,14,3,18995,111,46568,68,0.0,0.6,Gomez,241.0,55,0,0,0,0,0,0,0,0,0,0,0,19,32.8,0.8,50.0,8.4,0,0.30,0.00,0.30,0.45,328,117,404,142,196,48,321,105,,,,,,,0.49,0.0,0.0,0.49,0.74,0.0,301,33,353,124,396,134,271,101,0.0,0.0
,,441266,0,0,0,0,0,3,1.8,3.3,0,Ryan,1.8,323,False,,,50,441266.jpg,2.5,Gravenberch,0.9,False,,a,12,14,27,157020,415,97892,397,0.4,5.4,Gravenberch,152.0,990,0,0,6,6,0,0,0,2,0,0,1,187,143.4,103.2,32.0,27.9,11,0.21,1.17,1.38,9.37,152,53,135,98,232,130,188,98,,,,,,,0.02,0.0,0.11,0.13,0.85,0.55,221,141,186,83,174,75,210,66,1.0,0.55
100.0,100.0,206915,0,0,-2,2,1,3,2.2,3.7,0,Curtis,2.2,324,False,,2024-08-27T11:00:05.666567Z,53,206915.jpg,3.5,Jones,0.7,False,,a,12,14,28,87800,500,28506,389,0.4,5.3,Jones,241.0,407,1,2,2,3,0,0,0,0,0,0,3,118,123.2,70.7,101.0,29.6,4,1.29,0.09,1.38,4.61,180,69,173,111,109,70,173,94,,,,,,,0.29,0.0,0.02,0.31,1.02,0.66,152,88,136,59,76,32,231,76,0.88,0.44
,,200720,0,0,0,0,0,1,2.5,4.0,0,Caoimhin,2.5,325,False,,,45,200720.jpg,4.2,Kelleher,2.5,False,,a,12,14,21,307271,801,92669,1191,0.6,4.7,Kelleher,104.0,450,0,0,2,4,0,0,0,0,0,15,1,83,112.0,0.0,0.0,11.2,5,0.00,0.00,0.00,5.49,196,22,556,63,535,57,295,22,,,,,,,0.0,3.0,0.0,0.0,1.1,0.8,370,16,103,14,38,6,118,18,1.0,0.4
100.0,100.0,204716,0,0,4,-4,0,2,2.0,3.5,0,Ibrahima,2.0,326,False,,2024-11-02T18:30:07.678298Z,54,204716.jpg,4.2,Konaté,16.3,False,,a,12,14,46,2057711,5516,640839,2500,0.4,8.5,Konaté,73.0,884,1,1,5,6,0,0,0,3,0,0,1,197,220.8,42.6,63.0,32.8,10,0.88,0.12,1.00,8.64,66,21,243,70,170,35,144,39,,,,,,,0.09,0.0,0.01,0.1,0.88,0.61,132,14,165,52,39,3,25,9,1.02,0.51
,,244731,0,0,2,-2,3,3,2.2,3.7,0,Luis,2.2,327,False,,,77,244731.jpg,5.8,Díaz,23.4,False,,a,12,14,64,4153367,3596,2746978,9782,0.3,8.3,Luis Díaz,48.0,646,5,2,6,3,0,0,0,0,0,0,8,207,269.0,196.0,265.0,73.0,8,2.93,1.24,4.17,5.53,30,7,48,41,26,15,24,18,,,,,,,0.41,0.0,0.17,0.58,0.77,0.42,16,10,143,63,12,6,12,6,1.11,0.84
,,118748,0,0,5,-5,4,3,8.2,9.7,0,Mohamed,8.2,328,True,,,130,118748.jpg,9.7,Salah,53.0,False,,a,12,14,107,3683462,10625,1721171,1519,0.6,8.2,M.Salah,63.0,964,8,6,6,6,0,0,0,0,0,0,21,354,472.6,279.0,571.0,132.1,11,6.46,2.00,8.46,9.22,1,1,20,16,2,1,1,1,,,,,2.0,,0.6,0.0,0.19,0.79,0.86,0.56,2,1,2,1,1,1,3,2,1.03,0.56
100.0,100.0,243016,0,0,-3,3,0,3,1.2,2.7,0,Alexis,1.2,329,False,,2024-10-18T17:00:07.554852Z,62,243016.jpg,1.8,Mac Allister,1.5,False,,a,12,14,20,83198,227,224354,221,0.2,3.2,Mac Allister,10.0,776,0,0,5,4,0,0,0,4,0,0,0,118,108.6,158.6,97.0,36.4,10,0.32,1.42,1.74,7.21,201,78,70,54,114,73,120,74,,,,,,,0.04,0.0,0.16,0.2,0.84,0.46,69,45,224,103,272,125,175,53,1.16,0.58
100.0,100.0,491501,0,0,-1,1,0,3,0.0,1.5,0,James,0.0,330,False,,2024-09-10T11:24:32.362482Z,44,491501.jpg,0.0,McConnell,0.1,False,,a,12,14,0,5871,43,5016,25,0.0,0.0,McConnell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,546,222,543,227,519,216,549,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,519,300,503,187,554,228,496,188,0.0,0.0
100.0,100.0,440148,0,0,-1,1,0,3,0.0,1.5,0,Tyler,0.0,331,False,,2024-09-10T11:27:39.864039Z,44,440148.jpg,0.0,Morton,0.2,False,,a,12,14,0,24177,138,15062,98,0.0,0.0,Morton,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,544,221,541,226,517,215,547,224,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,515,299,501,186,552,227,388,136,0.0,0.0
0.0,0.0,197464,0,0,0,0,0,2,0.0,0.0,0,Nathaniel,0.0,332,False,Loaned to Derby County,2024-08-31T06:18:33.693343Z,40,197464.jpg,0.0,Phillips,0.1,False,,u,12,14,0,4026,0,15849,7,0.0,0.0,N.Phillips,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,468,163,452,162,413,144,471,163,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,605,171,399,141,476,161,462,167,0.0,0.0
100.0,100.0,441428,0,0,-6,6,0,2,0.0,1.5,0,Jarell,0.0,333,False,,2024-08-23T09:30:06.099816Z,39,441428.jpg,1.0,Quansah,1.0,False,,a,12,14,1,69551,666,556597,213,0.0,0.3,Quansah,241.0,45,0,0,0,0,0,0,0,0,0,0,0,7,15.8,0.5,0.0,1.6,1,0.00,0.00,0.00,0.31,370,131,406,143,388,131,410,137,,,,,,,0.0,0.0,0.0,0.0,0.62,0.0,672,218,374,128,356,118,204,79,2.0,0.0
0.0,0.0,219937,0,0,0,0,0,2,0.0,0.0,0,Rhys,0.0,334,False,Loaned to Morecambe,2024-08-22T11:18:16.485954Z,40,219937.jpg,0.0,Williams,0.1,False,,u,12,14,0,828,0,13058,7,0.0,0.0,R.Williams,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,474,166,458,165,419,147,477,166,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,612,175,405,144,481,163,493,179,0.0,0.0
,,122798,0,0,-1,1,0,2,2.2,3.7,0,Andrew,2.2,335,False,,,59,122798.jpg,3.9,Robertson,5.3,False,,a,12,14,39,734510,1101,718076,1076,0.4,6.6,Robertson,243.0,755,0,0,5,5,0,0,0,1,0,0,2,180,114.2,203.3,78.0,39.5,9,0.38,1.33,1.71,7.38,191,76,44,6,141,23,106,22,2.0,,,,,,0.05,0.0,0.16,0.21,0.88,0.6,82,7,139,41,57,9,73,26,1.07,0.6
,,424876,0,0,-2,2,0,3,1.0,2.5,0,Dominik,1.0,336,False,,,63,424876.jpg,2.5,Szoboszlai,1.5,False,,a,12,14,27,217290,163,314853,364,0.2,4.3,Szoboszlai,98.0,744,0,2,4,4,0,0,0,3,0,0,1,126,90.2,211.1,120.0,42.3,8,1.45,1.21,2.66,6.55,229,98,38,33,90,56,91,55,,,,,,,0.18,0.0,0.15,0.33,0.79,0.48,62,40,259,124,177,78,172,51,0.97,0.48
100.0,100.0,214285,0,0,-4,4,0,2,1.0,2.5,0,Konstantinos,1.0,337,False,,2024-10-18T17:00:07.570138Z,46,214285.jpg,2.2,Tsimikas,0.3,False,,a,12,14,13,22413,86,44477,84,0.2,2.8,Tsimikas,83.0,228,0,0,1,1,0,0,0,0,0,0,1,68,61.0,53.2,19.0,13.5,2,0.08,0.59,0.67,2.00,279,99,218,57,275,84,281,93,3.0,,,,,,0.03,0.0,0.23,0.26,0.79,0.39,347,47,237,81,198,64,324,118,0.79,0.39
,,97032,0,0,3,-3,0,2,4.5,6.0,0,Virgil,4.5,339,True,,,63,97032.jpg,5.1,van Dijk,21.8,False,,a,12,14,56,1390380,10583,608127,2430,0.7,8.9,Virgil,152.0,990,1,1,6,6,0,0,0,1,0,0,3,236,272.2,65.1,82.0,41.8,11,0.46,0.24,0.70,9.37,28,7,188,48,132,20,95,19,,,3.0,,,,0.04,0.0,0.02,0.06,0.85,0.55,53,2,26,4,17,1,17,5,1.0,0.55
25.0,25.0,223541,0,0,-2,2,0,3,0.0,0.4,0,Federico,0.0,636,False,Knock - 25% chance of playing,2024-10-02T00:30:05.860798Z,68,223541.jpg,1.0,Chiesa,0.1,False,,d,12,14,1,44140,4,43786,52,0.0,0.1,Chiesa,106.0,18,0,0,0,0,0,0,0,0,0,0,0,-1,0.2,0.9,15.0,1.6,0,0.16,0.08,0.24,0.55,444,220,403,214,296,162,414,205,,,,,,,0.8,0.0,0.4,1.2,2.75,0.0,34,18,673,307,420,211,405,143,0.0,0.0
,,432987,0,0,0,0,0,1,0.0,1.5,0,Vítezslav,0.0,660,False,,,40,432987.jpg,1.0,Jaros,0.2,False,,a,12,14,1,32250,63,11959,66,0.0,0.2,Jaros,57.0,11,0,0,0,0,0,0,0,0,0,1,0,6,8.8,0.0,0.0,0.9,0,0.00,0.00,0.00,0.14,398,29,465,30,427,21,426,29,,,,,,,0.0,8.18,0.0,0.0,1.15,0.0,622,59,412,41,361,29,347,50,0.0,0.0
,,464353,0,0,0,0,0,1,0.0,1.5,0,Harvey,0.0,669,False,,,40,464353.jpg,0.0,Davies,0.0,False,,a,12,14,0,475,3,168,3,0.0,0.0,Davies,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,492,55,477,37,439,28,495,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,635,66,425,48,499,55,643,70,0.0,0.0
100.0,100.0,211975,0,0,-1,1,0,2,2.0,2.5,1,Manuel,2.0,340,False,,2024-11-11T16:00:06.698259Z,54,211975.jpg,2.4,Akanji,4.0,False,,a,13,43,24,348437,476,459544,899,0.4,4.4,Akanji,207.0,850,0,0,2,12,0,0,0,1,0,0,0,133,154.8,158.6,25.0,33.9,10,0.17,0.84,1.01,10.59,137,56,69,15,254,73,136,35,,,,,,,0.02,0.0,0.09,0.11,1.12,1.27,134,15,166,53,187,57,86,33,1.06,0.21
100.0,100.0,126184,0,0,-2,2,0,2,0.5,1.0,1,Nathan,0.5,341,False,,2024-11-11T16:00:06.714265Z,53,126184.jpg,1.0,Aké,1.0,False,,a,13,43,3,37552,124,219797,110,0.1,0.6,Aké,152.0,98,0,0,0,3,0,0,0,0,0,0,0,5,7.4,3.7,4.0,1.5,1,0.11,0.02,0.13,2.45,404,142,374,126,359,119,417,140,,,,,,,0.1,0.0,0.02,0.12,2.25,2.76,149,18,325,107,409,136,207,80,0.92,0.0
,,165809,0,0,-1,1,0,3,2.0,2.5,2,Bernardo,2.0,342,False,,,64,165809.jpg,2.9,Veiga de Carvalho e Silva,4.3,False,,a,13,43,35,732513,551,817573,1626,0.3,5.5,Bernardo,173.0,903,0,3,2,15,0,0,0,2,0,0,4,186,152.6,323.4,282.0,75.7,10,1.39,2.11,3.50,12.33,141,49,15,13,21,10,17,13,,,,,,,0.14,0.0,0.21,0.35,1.23,1.5,48,28,170,75,140,57,79,23,1.0,0.2
0.0,0.0,477555,0,0,-3,3,0,3,0.0,0.0,0,Oscar,0.0,343,False,Leg injury - Expected back 14 Dec,2024-08-14T22:30:05.558994Z,47,477555.jpg,0.0,Bobb,0.1,False,,i,13,43,0,2279,8,28335,11,0.0,0.0,Bobb,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,626,279,625,283,611,276,628,281,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,341,222,593,251,633,283,492,186,0.0,0.0
,,17601,0,0,0,0,0,1,0.0,0.5,0,Scott,0.0,344,False,,,40,17601.jpg,0.0,Carson,0.2,False,,a,13,43,0,11461,17,11767,22,0.0,0.0,Carson,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,451,31,434,12,394,3,454,31,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,581,41,380,23,459,31,368,52,0.0,0.0
100.0,100.0,61366,0,0,-1,1,1,3,0.2,0.7,0,Kevin,0.2,345,False,,2024-09-18T23:00:07.299083Z,94,61366.jpg,3.8,De Bruyne,4.0,False,,a,13,43,19,685211,892,1215264,630,0.0,2.0,De Bruyne,21.0,372,1,1,1,5,0,0,0,1,0,0,2,92,98.8,248.0,87.0,43.2,4,1.24,2.18,3.42,3.73,217,90,29,25,126,82,88,54,1.0,,1.0,,4.0,,0.3,0.0,0.53,0.83,0.9,1.21,6,5,371,183,66,29,84,25,0.97,0.24
75.0,75.0,248875,0,0,-2,2,0,3,0.2,0.5,0,Jérémy,0.2,346,False,Thigh injury - 75% chance of playing,2024-11-13T14:30:08.065449Z,63,248875.jpg,2.8,Doku,1.5,False,,d,13,43,22,337827,40,569719,535,0.0,3.5,Doku,21.0,403,1,1,1,6,0,0,0,0,0,0,0,120,112.6,152.1,143.0,40.8,5,0.44,1.05,1.49,4.02,194,76,73,56,78,49,101,62,,,,,,,0.1,0.0,0.23,0.33,0.9,1.34,61,39,370,182,147,59,171,50,1.12,0.22
,,121160,0,0,0,0,0,1,2.8,3.3,2,Ederson,2.8,347,False,,,55,121160.jpg,2.8,Santana de Moraes,8.4,False,,a,13,43,34,541856,387,535201,2324,0.5,6.2,Ederson M.,30.0,1059,0,1,2,16,0,0,0,3,0,28,2,127,239.6,10.0,0.0,24.9,12,0.00,0.01,0.01,14.71,54,14,348,6,665,71,203,13,,,,,,,0.0,2.38,0.0,0.0,1.25,1.36,110,1,93,12,146,23,52,10,1.02,0.17
75.0,75.0,209244,0,0,-3,3,0,3,1.7,2.0,2,Phil,2.2,348,False,Knock - 75% chance of playing,2024-11-12T14:30:07.976041Z,92,209244.jpg,2.0,Foden,5.3,False,,d,13,43,18,684211,150,1899504,2885,0.2,2.0,Foden,241.0,529,0,1,1,8,0,0,0,0,0,0,0,106,72.8,273.2,95.0,44.2,5,1.18,2.80,3.98,9.30,255,113,23,19,117,75,83,50,3.0,,,,,,0.2,0.0,0.48,0.68,1.58,1.36,7,6,144,64,238,109,70,21,0.85,0.17
75.0,75.0,114283,0,0,-1,1,0,3,0.0,0.4,0,Jack,0.0,349,False,Knock - 75% chance of playing,2024-10-24T16:00:07.517717Z,64,114283.jpg,2.1,Grealish,0.2,False,,d,13,43,15,33332,14,41300,40,0.0,2.3,Grealish,241.0,343,0,1,0,4,0,0,0,2,0,0,3,90,77.2,194.1,126.0,39.8,4,0.54,1.04,1.58,4.80,249,108,49,42,88,55,104,65,6.0,,,,,,0.14,0.0,0.27,0.41,1.26,1.05,47,27,668,303,219,100,372,132,1.05,0.0
100.0,100.0,477424,0,0,3,-3,2,2,4.5,5.0,1,Joško,4.5,350,True,,2024-10-31T02:30:07.426838Z,63,477424.jpg,4.2,Gvardiol,31.9,False,,a,13,43,51,2224361,7483,2137523,6606,0.7,8.1,Gvardiol,97.0,1011,3,0,2,15,0,0,0,0,0,0,7,205,314.2,191.0,192.0,69.8,11,0.96,1.75,2.71,13.70,12,4,51,7,45,1,29,2,,,,,,,0.09,0.0,0.16,0.25,1.22,1.34,64,3,27,5,43,5,5,1,0.98,0.18
100.0,100.0,223094,0,0,2,-2,3,4,3.8,4.3,2,Erling,3.8,351,True,,2024-09-13T15:00:06.985607Z,152,223094.jpg,7.0,Haaland,61.1,False,,a,13,43,84,2737577,868,1936128,20377,0.3,5.5,Haaland,161.0,1058,12,0,2,16,0,0,0,2,0,0,14,377,449.8,69.6,740.0,126.1,12,11.64,0.45,12.09,14.71,2,1,175,22,1,1,2,1,,,3.0,,1.0,,0.99,0.0,0.04,1.03,1.25,1.36,1,1,48,14,4,1,1,1,1.02,0.17
0.0,0.0,461358,0,0,0,0,0,4,0.0,0.0,0,Julián,0.0,352,False,Transferred to Atletico Madrid,2024-08-13T07:07:51.627006Z,70,461358.jpg,0.0,Álvarez,0.1,False,,u,13,43,0,0,0,28844,11,0.0,0.0,J.Alvarez,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,677,74,677,74,677,74,677,74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,25,11,675,74,676,74,449,62,0.0,0.0
0.0,0.0,121145,0,0,-2,2,0,2,0.0,0.0,0,João,0.0,353,False,Permanent transfer to Saudi club Al-Hilal,2024-08-29T11:05:25.670531Z,53,121145.jpg,0.0,Cavaco Cancelo,0.2,False,,u,13,43,0,4654,0,76640,13,0.0,0.0,João Cancelo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,663,223,661,223,658,223,663,223,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,148,17,651,221,663,222,346,123,0.0,0.0
0.0,0.0,91651,0,0,1,-1,2,3,0.0,0.0,0,Mateo,1.8,354,False,Unknown - Expected back 21 Dec,2024-11-22T17:30:09.194248Z,56,91651.jpg,4.1,Kovačić,2.9,False,,i,13,43,45,674536,27,504364,11819,0.3,8.0,Kovačić,97.0,878,3,1,2,13,0,0,0,3,0,0,8,225,245.4,243.7,104.0,59.3,10,0.98,1.27,2.24,13.28,51,18,30,26,106,68,44,31,,,,,,,0.1,0.0,0.13,0.23,1.36,1.33,101,64,194,88,46,20,108,33,1.03,0.21
,,477064,0,0,3,-3,0,2,1.8,2.3,0,Rico,1.8,355,False,,,48,477064.jpg,2.7,Lewis,13.8,False,,a,13,43,30,2278531,1126,991194,4785,0.4,6.2,Lewis,241.0,841,0,2,2,12,0,0,0,2,0,0,1,118,135.2,111.7,75.0,32.2,10,0.77,0.53,1.30,12.08,166,66,124,25,146,26,151,41,,,,,,,0.08,0.0,0.06,0.14,1.29,1.28,324,40,181,59,149,43,27,11,1.07,0.21
75.0,75.0,465351,0,0,-1,1,0,3,1.9,2.2,0,Matheus Luiz,2.5,356,False,Knock - 75% chance of playing,2024-11-11T16:00:06.757704Z,49,465351.jpg,2.2,Nunes,0.3,False,,d,13,43,18,63915,45,37267,456,0.5,3.7,Matheus N.,173.0,290,0,2,1,4,0,0,0,0,0,0,0,80,78.6,136.4,60.0,27.6,3,0.10,1.24,1.34,4.72,246,107,92,68,174,105,189,99,5.0,,,,,,0.03,0.0,0.38,0.41,1.46,1.24,279,184,108,45,203,87,300,99,0.93,0.31
,,432714,0,0,-3,3,0,3,0.0,0.5,0,James,0.0,357,False,,,47,432714.jpg,1.0,McAtee,0.0,False,,a,13,43,1,3425,6,8785,11,0.0,0.2,McAtee,241.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.0,2.0,0.3,0,0.00,0.02,0.02,0.00,442,218,400,213,375,205,442,220,,,,,,,0.0,0.0,1.8,1.8,0.0,0.0,338,220,592,250,390,190,531,209,0.0,0.0
,,88248,0,0,-2,2,0,1,0.0,0.5,0,Stefan,0.0,358,False,,,53,88248.jpg,0.0,Ortega Moreno,0.5,False,,a,13,43,0,4248,17,43963,41,0.0,0.0,Ortega Moreno,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,662,72,660,70,657,69,662,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,146,4,650,71,662,72,257,38,0.0,0.0
0.0,0.0,220566,0,0,-2,2,0,3,0.0,0.0,0,Rodrigo 'Rodri',0.0,360,False,Knee injury - Expected back 01 Jun,2024-09-22T22:00:05.633631Z,63,220566.jpg,1.0,Hernandez,0.9,False,,i,13,43,2,38719,12,410602,73,0.0,0.3,Rodrigo,200.0,65,0,0,0,0,0,0,0,0,0,0,0,18,10.8,17.1,0.0,2.8,1,0.00,0.09,0.09,0.04,385,185,306,177,672,305,388,193,,,,,,,0.0,0.0,0.12,0.12,0.06,0.0,59,37,667,302,418,210,214,69,1.38,0.0
0.0,0.0,171314,0,0,-1,1,0,2,0.0,0.0,0,Rúben,1.8,361,False,Muscle injury - Expected back 01 Nov,2024-11-01T17:00:08.011314Z,54,171314.jpg,2.1,Gato Alves Dias,2.8,False,,i,13,43,19,268499,10,447260,1466,0.3,3.5,Rúben,173.0,726,0,0,2,8,1,0,0,3,0,0,1,99,147.0,100.9,62.0,31.1,8,0.62,0.68,1.30,8.07,150,61,137,28,171,36,157,43,,,,,,,0.08,0.0,0.08,0.16,1.0,0.99,131,13,192,61,216,68,109,44,0.99,0.25
100.0,100.0,97299,0,0,-2,2,1,2,0.2,0.7,0,John,0.2,362,False,,2024-11-02T22:00:06.012265Z,53,97299.jpg,2.9,Stones,1.7,False,,a,13,43,20,180862,448,265186,231,0.0,3.8,Stones,241.0,283,2,0,0,5,0,0,0,1,0,0,1,56,87.6,20.2,70.0,17.6,3,0.60,0.12,0.72,3.15,234,86,299,94,156,31,253,84,,,,,,,0.19,0.0,0.04,0.23,1.0,1.59,147,16,363,125,135,39,151,55,0.95,0.0
100.0,100.0,58621,0,0,-3,3,0,2,0.5,1.0,1,Kyle,0.5,363,False,,2024-10-20T21:30:07.137600Z,52,58621.jpg,1.1,Walker,3.6,False,,a,13,43,9,137795,519,751033,357,0.1,1.7,Walker,241.0,536,0,0,0,12,0,0,0,1,0,0,0,53,88.4,114.2,25.0,22.8,6,0.12,1.08,1.20,9.80,233,85,122,24,253,72,214,64,,,,,,,0.02,0.0,0.18,0.2,1.65,2.01,160,19,324,106,351,115,90,35,1.01,0.0
100.0,100.0,510281,0,0,0,0,0,3,2.8,3.3,2,Sávio 'Savinho',2.8,571,False,,2024-10-31T02:30:07.756984Z,65,510281.jpg,3.4,Moreira de Oliveira,1.3,False,,a,13,43,31,475133,659,423050,690,0.4,4.8,Sávio,30.0,595,0,3,2,8,0,0,0,2,0,0,6,142,129.2,286.9,211.0,62.7,8,1.82,2.93,4.75,6.18,172,64,19,15,41,25,42,29,4.0,,4.0,,,,0.28,0.0,0.44,0.72,0.93,1.21,46,26,100,43,81,34,183,56,1.21,0.3
75.0,75.0,472769,0,0,0,0,0,3,0.0,0.4,0,Nico,0.0,607,False,Knock - 75% chance of playing,2024-11-13T15:30:08.718593Z,50,472769.jpg,0.0,O'Reilly,0.0,False,,d,13,43,0,974,1,1456,7,0.0,0.0,O’Reilly,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,652,296,650,297,647,295,653,297,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,224,143,637,284,654,297,611,266,0.0,0.0
,,59859,0,0,0,0,0,3,2.8,3.3,2,Ilkay,2.8,625,False,,,65,59859.jpg,2.1,Gündogan,0.6,False,,a,13,43,23,123994,327,88613,298,0.4,3.5,Gündogan,80.0,692,0,1,1,12,0,0,0,0,0,0,0,126,82.8,262.0,102.0,44.5,8,1.26,1.32,2.57,11.92,242,105,25,21,108,69,81,49,2.0,,2.0,,,,0.16,0.0,0.17,0.33,1.55,1.56,42,22,99,42,220,101,240,78,1.04,0.13
0.0,0.0,476369,0,0,0,0,0,2,0.0,0.0,0,Issa,0.0,626,False,Loaned to Benfica,2024-09-05T10:37:05.659734Z,45,476369.jpg,0.0,Kaboré,0.0,False,,u,13,43,0,491,0,719,0,0.0,0.0,Kaboré,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,582,219,580,219,560,214,585,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,413,82,542,214,590,217,651,217,0.0,0.0
